ID      x    y   RA(m:s)  Dec(m:s)   mt  mi     U-B   B-V   V-I    S/N   area  r1(")   b/a   PA  Flags
3-562.0          536.0 1252.0 36:52.346 12:28.63  28.29  28.43  >0.18   0.36   0.16  13.29   0.12  0.11   0.84   75          S
3-563.0         1638.0 1242.0 36:58.083 12:46.47  25.94  25.99   0.37   0.08   0.51  54.47   0.66  0.22   0.40   28           
3-563.1         1638.0 1242.0 36:58.083 12:46.47  26.05  26.09   0.40   0.08   0.53  60.77   0.47  0.16   0.67   15          S
3-563.2         1617.0 1254.0 36:58.000 12:45.70  28.49  28.53   0.03   0.29   0.12  10.50   0.16  0.23   0.27   64          S
3-564.0          285.0 1246.0 36:51.021 12:24.86  26.63  26.75  >0.32   1.09   0.51  32.87   0.49  0.20   0.67  180          S
3-565.0         1833.0 1258.0 36:59.139 12:48.98  29.41  29.45    ...  >0.65   0.82   8.05   0.08  0.09   0.57   44          S
3-566.0          159.0 1262.0 36:50.399 12:22.28  29.40  29.50    ...  >0.66   0.20   6.24   0.07  0.08   0.87  140          S
3-567.0         1612.0 1265.0 36:57.999 12:45.22  28.70  29.13  -0.32  -0.16   0.11   7.60   0.10  0.12   0.49   84          S
3-568.0          753.0 1262.0 36:53.503 12:31.70  27.37  27.43  >0.40   0.65   0.92  28.87   0.31  0.15   0.70   22          S
3-569.0          904.0 1269.0 36:54.308 12:33.84  29.77  29.93 >-0.28  -0.10   0.14   5.45   0.05  0.07   0.86   73          S
3-570.0         1433.0 1270.0 36:57.075 12:42.20  28.29  28.40   0.47  -0.10   0.42  13.94   0.12  0.11   0.65  173          S
3-571.0          630.0 1265.0 36:52.867 12:29.64  25.92  25.96  >0.24   1.34   1.13  52.53   1.19  0.32   0.55   73          S
3-572.0         1972.0 1270.0 36:59.892 12:50.74  27.62  27.81  >0.39   0.37   0.69  18.96   0.24  0.14   0.90    2          S
3-573.0          201.0 1277.0 36:50.652 12:22.40  28.09  28.28  >0.18   0.36  -0.31  10.18   0.16  0.13   0.73  105          S
3-574.0          800.0 1280.0 36:53.789 12:31.79  29.48  29.59    ...  >0.66   0.25   7.14   0.06  0.09   0.80  105          S
3-575.0         1547.0 1279.0 36:57.691 12:43.68  29.86  30.12    ...  >0.24   0.36   4.83   0.05  0.08   0.55  159          S
3-576.0         1763.0 1282.0 36:58.827 12:46.99  29.37  29.69    ...  >0.46   0.21   5.89   0.06  0.13   0.40  167          S
3-577.0          508.0 1280.0 36:52.263 12:27.16  27.25  27.34  >0.34   0.89   0.30  23.80   0.27  0.15   0.65   65          S
3-579.0          152.0 1282.0 36:50.408 12:21.44  29.67  30.32    ... >-0.09  <0.21   3.00   0.06  0.14   0.23  168          S
3-580.0         1459.0 1283.0 36:57.240 12:42.13  28.56  28.71  >0.33  -0.08   0.52  11.18   0.14  0.13   0.64  173          S
3-581.0         1672.0 1283.0 36:58.354 12:45.51  25.72  25.77   0.19   0.64   0.85  74.42   0.74  0.21   0.61   48          S
3-582.0         1980.0 1286.0 36:59.970 12:50.28  28.70  28.99 >-0.20   0.23   0.47   8.17   0.10  0.11   0.69  175          S
3-583.0         1199.0 1292.0 36:55.902 12:37.68  29.26  29.41 >-0.31   0.39  -0.68   7.49   0.05  0.06   0.81   25          S
3-584.0          737.0 1296.0 36:53.496 12:30.21  27.26  27.57   0.39  -0.02   0.09  17.11   0.32  0.29   0.41  140          S
3-585.0          839.0 1298.0 36:54.034 12:31.75  29.20  29.50    ...  >0.74   0.11   6.76   0.06  0.09   0.59   62          S
3-586.0          473.0 1288.0 36:52.098 12:26.31  26.03  26.08 >-0.20   1.68   1.74  66.84   1.22  0.24   0.78   86          S
3-587.0          801.0 1299.0 36:53.837 12:31.11  29.36  29.64    ...  >0.53  -0.20   6.27   0.06  0.10   0.59  129          S
3-588.0          665.0 1298.0 36:53.124 12:28.99  27.99  28.13  >0.33   0.24   0.49  14.37   0.21  0.16   0.75   92          S
3-589.0          360.0 1304.0 36:51.544 12:23.93 >30.83 >30.83    ...    ...  >1.79   4.87   0.04  0.05   0.44  175          S
3-590.0          374.0 1303.0 36:51.615 12:24.19  27.66  27.78   0.16   0.29   0.12  18.12   0.18  0.12   0.84  123          S
3-591.0         1765.0 1302.0 36:58.883 12:46.29  28.23  28.38 <-0.83  >1.06   0.61  12.82   0.20  0.18   0.35   25          S
3-592.0          982.0 1306.0 36:54.799 12:33.73  29.56  30.07    ...  >0.12  -0.05   4.18   0.05  0.10   0.57  176          S
3-593.0          428.0 1287.0 36:51.861 12:25.63  25.89  26.01  >1.54   0.30   0.33  44.97   0.81  0.33   0.30  145           
3-593.1          428.0 1287.0 36:51.861 12:25.63  26.02  26.36  >1.68   0.34   0.35  53.18   0.36  0.23   0.34  153          S
3-593.2          434.0 1307.0 36:51.938 12:25.00  28.19  28.52  >0.45   0.29   0.14  15.42   0.08  0.11   0.60  142          S
3-594.0          238.0 1313.0 36:50.927 12:21.67  29.83  29.70    ...  >0.39   1.67  10.07   0.08  0.09   0.78  113          S
3-595.0          644.0 1314.0 36:53.051 12:28.08  29.48  29.73 >-0.77   0.56   0.27   6.21   0.05  0.07   0.85  115          S
3-596.0         1972.0 1316.0 36:59.997 12:49.06  28.98  29.20    ...  >0.79   0.34   8.07   0.09  0.12   0.46  144          S
3-597.0         1998.0 1307.0 37:00.112 12:49.80  24.91  24.95   0.72   0.15   0.47  80.22   0.90  0.20   0.86   43         BS
3-598.0         1703.0 1318.0 36:58.595 12:44.72  28.56  28.68  >0.69  -0.24   0.03  10.52   0.10  0.10   0.82   78          S
3-599.0          213.0 1310.0 36:50.790 12:21.38  25.16  25.20   0.03   0.73   0.49  98.36   0.74  0.19   0.69  126          S
3-600.0          757.0 1315.0 36:53.644 12:29.83  26.90  26.97  >1.02   0.42   0.13  29.44   0.35  0.19   0.42   41          S
3-601.0         1026.0 1312.0 36:55.043 12:34.21  25.72  25.73   0.68   0.91   1.43  86.09   0.98  0.26   0.34   48           
3-601.1         1026.0 1312.0 36:55.043 12:34.21  25.89  26.06   1.09   1.09   1.54 122.35   0.35  0.16   0.53   39          S
3-601.2         1010.0 1316.0 36:54.968 12:33.81  27.80  27.96   0.05   0.42   0.44  25.27   0.09  0.16   0.30   51          S
3-602.0         1664.0 1320.0 36:58.396 12:44.03  28.07  28.35  -0.04   0.26   0.27  12.70   0.13  0.11   0.75  169          S
3-603.0          782.0 1322.0 36:53.790 12:29.97  28.34  28.50 >-0.60   0.99  -0.44  10.26   0.14  0.13   0.59   48          S
3-604.0          593.0 1324.0 36:52.807 12:26.90  30.10  30.30 <-1.04  >0.12   0.67   5.04   0.04  0.09   0.36  178          S
3-605.0          423.0 1322.0 36:51.914 12:24.28  27.91  27.95   0.16   0.10  -0.18  14.77   0.16  0.12   0.64   26          S
3-606.0          521.0 1326.0 36:52.435 12:25.69  29.36  29.86 >-0.51   0.15   0.32   5.29   0.05  0.10   0.48   12          S
3-607.0         1161.0 1320.0 36:55.766 12:36.06  27.06  27.17   0.14   0.92   0.28  24.29   0.34  0.18   0.85  149          S
3-608.0         1693.0 1331.0 36:58.572 12:44.09 >30.79 >30.79    ...    ...  >1.99   5.62   0.04  0.07   0.77  178          S
3-609.0         1224.0 1332.0 36:56.123 12:36.62  28.37  28.62  >0.00   0.46  -0.28  10.25   0.12  0.10   0.84   96          S
3-610.0         1307.0 1245.0 36:56.360 12:41.11  19.32  19.34   2.08   0.44   0.55 1736.26  41.14  1.37   0.19   25           
3-610.1         1307.0 1245.0 36:56.360 12:41.11  19.32  19.34   2.08   0.44   0.55 1815.48  38.82  1.36   0.19   25           
3-610.2         1402.0 1088.0 36:56.500 12:48.35  27.52  27.54 >-0.70   1.71   0.77  23.31   0.30  0.19   0.76  136          S
3-610.11        1307.0 1245.0 36:56.360 12:41.11  19.32  19.35   2.09   0.44   0.55 2016.10  33.63  1.34   0.18   25           
3-610.12        1306.0 1312.0 36:56.506 12:38.65  28.80  28.82  -0.62   1.13   0.44  13.44   0.06  0.10   0.51  150          S
3-610.111       1307.0 1245.0 36:56.360 12:41.11  19.32  19.35   2.09   0.44   0.55 2141.05  30.83  1.33   0.18   25           
3-610.112       1247.0 1297.0 36:56.164 12:38.26  27.12  27.15   0.97   0.13   0.05  35.77   0.15  0.13   0.80   60          S
3-610.1111      1307.0 1245.0 36:56.360 12:41.11  19.32  19.38   2.12   0.44   0.55 2609.89  22.55  1.28   0.15   25           
3-610.1112      1245.0 1245.0 36:56.036 12:40.13  25.55  25.61   0.58   0.26   0.27  77.27   0.61  0.45   0.37   57          S
3-610.11111     1307.0 1245.0 36:56.360 12:41.11  19.32  19.38   2.12   0.44   0.55 2715.53  21.05  1.27   0.15   25           
3-610.11112     1347.0 1250.0 36:56.580 12:41.56  27.34  27.40  >1.37   0.43  -0.00  35.49   0.09  0.12   0.65   75          S
3-610.111111    1307.0 1245.0 36:56.360 12:41.11  19.33  19.39   2.13   0.44   0.55 2752.36  20.53  1.27   0.15   25           
3-610.111112    1268.0 1224.0 36:56.108 12:41.26  26.64  26.70   1.33   0.58   0.31  59.54   0.14  0.12   0.83   26          S
3-610.1111111   1399.0 1162.0 36:56.652 12:45.60  21.30  21.39   1.78   1.51   1.13 983.58  10.65  1.12   0.34   16           
3-610.1111112   1307.0 1245.0 36:56.360 12:41.11  19.52  19.61   2.18   0.30   0.39 4351.00   3.93  0.20   0.78  112          S
3-610.11111111  1399.0 1162.0 36:56.652 12:45.60  21.36  21.69   2.18   1.72   1.20 1053.93   6.45  0.84   0.38   20         FS
3-610.11111112  1374.0 1228.0 36:56.671 12:42.79  24.49  24.83   1.12   0.43   0.49 206.45   0.37  0.38   0.25  106         FS
3-611.0         1255.0 1323.0 36:56.264 12:37.44  26.70  26.79   0.98   0.10  -0.08  26.26   0.50  0.41   0.21   97           
3-611.1         1264.0 1329.0 36:56.325 12:37.36  27.37  28.11  >0.99   0.13  -0.20  21.15   0.08  0.17   0.28  104          S
3-611.2         1255.0 1323.0 36:56.264 12:37.44  27.56  28.30   0.51  -0.03   0.14  19.57   0.08  0.11   0.61   93          S
3-613.0          504.0 1335.0 36:52.367 12:25.09  29.64  29.97    ...  >0.35   0.18   5.17   0.05  0.08   0.43  129          S
3-614.0          169.0 1339.0 36:50.626 12:19.62  29.72  30.23    ...  >0.08  <0.08   3.55   0.04  0.10   0.44  127          S
3-615.0         1061.0 1338.0 36:55.285 12:33.81  29.54  29.86 >-0.22  -0.16   0.43   5.77   0.06  0.07   0.71   86          S
3-616.0         1834.0 1338.0 36:59.325 12:46.07  28.12  28.20 >-0.70   1.25   0.57  15.71   0.18  0.13   0.72   52          S
3-617.0          782.0 1342.0 36:53.836 12:29.24  28.90  29.01  >0.28  -0.04  -0.43   7.96   0.08  0.10   0.59   36          S
3-618.0          988.0 1341.0 36:54.910 12:32.55  29.72  30.32    ...  >0.12   0.37   4.24   0.04  0.08   0.80  149          S
3-619.0         1800.0 1353.0 36:59.181 12:44.98  29.21  29.42    ...  >0.51   0.43   6.74   0.09  0.14   0.48  180          S
3-620.0         1930.0 1355.0 36:59.865 12:46.97  29.43  29.82 >-0.73   0.57 <-0.44   4.88   0.04  0.08   0.65  105          S
3-621.0          322.0 1357.0 36:51.466 12:21.40  29.28  29.51    ...  >0.68   0.15   6.61   0.06  0.09   0.52  128          S
3-622.0          183.0 1349.0 36:50.721 12:19.48  27.80  27.91   0.27   0.26   0.44  14.15   0.27  0.19   0.48  168          S
3-623.0         1908.0 1359.0 36:59.759 12:46.48  29.07  29.62    ...  >0.46 <-0.41   5.07   0.06  0.11   0.63   33          S
3-624.0         1240.0 1360.0 36:56.270 12:35.85  29.36  29.75    ...  >0.45  -0.06   5.23   0.06  0.12   0.49  110          S
3-625.0          524.0 1352.0 36:52.510 12:24.78  25.34  25.36   0.96  -0.00  -0.03  94.20   0.52  0.20   0.46   44          S
3-626.0         1889.0 1361.0 36:59.665 12:46.10  29.82  30.41    ... >-0.10   0.37   3.78   0.04  0.09   0.67   28          S
3-627.0          248.0 1352.0 36:51.068 12:20.40  27.99  28.18  >0.07   0.35   0.05  10.81   0.24  0.25   0.38   15          S
3-628.0         1130.0 1363.0 36:55.702 12:34.00  28.52  28.54  -0.28   0.41  -0.03  12.02   0.10  0.10   0.66  142          S
3-629.0          721.0 1369.0 36:53.578 12:27.29  29.09  29.69 >-0.74   0.32   0.39   6.14   0.08  0.12   0.58   79          S
3-630.0          176.0 1372.0 36:50.737 12:18.53  29.41  29.74    ...  >0.32   0.33   5.17   0.08  0.13   0.44   43          S
3-631.0          944.0 1372.0 36:54.750 12:30.72  28.26  28.41 >-0.05   0.43   0.08  11.51   0.15  0.13   0.70  154          S
3-632.0         1776.0 1368.0 36:59.090 12:44.06  28.60  28.78   0.14  -0.14   0.16   8.95   0.13  0.16   0.33   31          S
3-633.0          384.0 1318.0 36:51.701 12:23.80  25.53  25.79   0.89   0.42   0.29  32.48   1.77  1.26   0.29   14           
3-633.1          355.0 1342.0 36:51.604 12:22.47  25.71  26.18  >1.33   0.28   0.14  32.33   0.95  0.44   0.76   73          S
3-633.2          384.0 1318.0 36:51.701 12:23.80  27.58  28.04 >-0.49   1.19   0.81  17.91   0.20  0.16   0.80  121          S
3-635.0         1875.0 1374.0 36:59.621 12:45.41  28.09  28.08  >0.75   0.05   0.01  15.78   0.14  0.11   0.92   47          S
3-636.0         1082.0 1379.0 36:55.487 12:32.65  29.92  30.53    ... >-0.13   0.84   4.45   0.04  0.07   0.54  101          S
3-637.0         1033.0 1381.0 36:55.236 12:31.80  29.11  29.39 >-0.46   0.18   0.64   7.26   0.09  0.10   0.54  138          S
3-638.0           69.0 1375.0 36:50.185 12:16.72 >28.21 >28.21    ...    ...  >4.92  56.52   0.80  0.45   0.18  161         BS
3-639.0          900.0 1387.0 36:54.554 12:29.47  27.15  27.20   0.41  -0.08   0.25  31.37   0.23  0.13   0.76   30          S
3-640.0         1288.0 1389.0 36:56.586 12:35.55  27.40  27.49  >1.19  -0.01   0.01  21.21   0.20  0.12   0.94   74          S
3-641.0          445.0 1393.0 36:52.190 12:22.03  29.38  29.87    ...  >0.46   0.22   5.74   0.05  0.09   0.75  125          S
3-642.0          519.0 1394.0 36:52.579 12:23.17  28.61  28.91  >0.63  -0.34  -0.05  10.12   0.08  0.09   0.90  155          S
3-643.0         1650.0 1383.0 36:58.465 12:41.51  26.98  27.17  >0.62   0.42  -0.04  19.05   0.42  0.29   0.29   20          S
3-644.0          705.0 1395.0 36:53.553 12:26.09  28.39  28.58  >0.45   0.02  -0.23  11.04   0.11  0.10   0.71   48          S
3-645.0         1018.0 1397.0 36:55.193 12:30.98  28.71  28.81 >-0.07   0.30   0.07   9.80   0.12  0.13   0.49   61          S
3-646.0         1559.0 1398.0 36:58.023 12:39.52  29.66  29.86    ...  >0.26   0.84   6.57   0.07  0.13   0.39   78          S
3-648.0          836.0 1400.0 36:54.249 12:27.98  28.10  28.19 >-0.37   0.90   0.41  13.93   0.18  0.14   0.74  103          S
3-649.0         1804.0 1406.0 36:59.322 12:43.11  30.18  30.51    ... >-0.11   0.87   4.45   0.05  0.10   0.62   86          S
3-650.0         1300.0 1410.0 36:56.697 12:34.98  29.48  29.79    ...  >0.08   1.08   6.19   0.09  0.17   0.55  140          S
3-652.0          194.0 1408.0 36:50.913 12:17.50  29.06  29.46 >-0.68   0.39   0.42   6.64   0.08  0.11   0.56  129          S
3-653.0         1822.0 1415.0 36:59.437 12:43.07 >30.86 >30.86    ...    ...  >1.88   5.46   0.04  0.09   0.43   52          S
3-654.0          868.0 1410.0 36:54.439 12:28.12  26.88  26.97  >0.90   0.59   0.01  29.89   0.29  0.15   0.69  111          S
3-655.0         1908.0 1409.0 36:59.873 12:44.65  26.74  26.82  -0.06   0.02   0.22  27.58   0.46  0.21   0.80   98          S
3-656.0          159.0 1419.0 36:50.755 12:16.54  28.26  28.44    ...  >0.97   0.49  10.36   0.21  0.16   0.70   55          S
3-657.0         1502.0 1418.0 36:57.771 12:37.89  29.19  29.43 >-0.49   0.31   0.13   7.74   0.06  0.09   0.66  141          S
3-658.0          866.0 1433.0 36:54.481 12:27.25  28.91  28.96  -0.29   0.23   0.36   9.33   0.11  0.11   0.86   35          S
3-659.0          351.0 1403.0 36:51.722 12:20.18  22.19  22.21   1.37   1.05   0.68 506.33   4.88  0.48   0.38  115           
3-659.1          351.0 1403.0 36:51.722 12:20.18  22.24  22.26   1.59   1.11   0.69 549.05   4.08  0.41   0.47  126          S
3-659.2          311.0 1371.0 36:51.440 12:20.71  25.61  25.63   0.25   0.17   0.63  85.93   0.58  0.15   0.79  143          S
3-660.0         1534.0 1434.0 36:57.974 12:37.81  29.39  30.10    ...  >0.01   0.61   4.78   0.07  0.15   0.62  119          S
3-661.0         1680.0 1432.0 36:58.733 12:40.20  27.11  27.20  >0.19   0.89   0.77  26.09   0.41  0.20   0.56  131          S
3-662.0         1073.0 1441.0 36:55.581 12:30.24  29.12  29.40    ...  >0.69   0.35   7.63   0.07  0.08   0.83   20          S
3-663.0         1325.0 1442.0 36:56.900 12:34.20  28.49  28.58 >-0.09   0.50   0.21  11.34   0.13  0.11   0.63   48          S
3-664.0         1932.0 1444.0 37:00.077 12:43.75  29.04  29.08 >-0.00   0.15  -0.02   8.35   0.08  0.10   0.66   30          S
3-665.0         1704.0 1447.0 36:58.892 12:40.03  30.05  30.23 >-0.73   0.15   0.62   4.89   0.04  0.07   0.62   87          S
3-666.0          832.0 1446.0 36:54.332 12:26.24  29.50  30.10    ...  >0.01   0.57   4.86   0.06  0.13   0.28  135          S
3-667.0         1241.0 1448.0 36:56.474 12:32.65  28.93  29.06 >-0.66   0.67   0.16   7.65   0.10  0.13   0.37   29          S
3-668.0         1183.0 1441.0 36:56.156 12:31.99  27.34  27.45   0.17   0.37   0.32  20.83   0.32  0.30   0.22   30           
3-668.1         1183.0 1441.0 36:56.156 12:31.99  27.97  28.15   0.17   0.65   0.36  19.00   0.12  0.11   0.80   34          S
3-668.2         1172.0 1449.0 36:56.116 12:31.52  28.22  28.39   0.03   0.18   0.23  14.51   0.12  0.11   0.66  178          S
3-669.0         1828.0 1444.0 36:59.534 12:42.11  27.58  27.84  >0.19   0.37   0.33  13.71   0.32  0.33   0.43   41          S
3-670.0          625.0 1452.0 36:53.264 12:22.74  25.53  25.57   0.44   0.34   0.65  67.60   0.95  0.23   0.44  128           
3-670.1          625.0 1452.0 36:53.264 12:22.74  25.66  25.69   0.34   0.38   0.66  83.22   0.56  0.15   0.86  149          S
3-670.2          606.0 1431.0 36:53.118 12:23.20  27.94  27.98  >0.20   0.27   0.41  13.38   0.31  0.38   0.26   73          S
3-671.0         1907.0 1458.0 36:59.978 12:42.85  27.79  27.90   0.49   0.07   0.08  14.55   0.23  0.17   0.41   17          S
3-672.0         1546.0 1462.0 36:58.100 12:36.98  28.30  28.38  >0.08   0.42  -0.01  11.40   0.15  0.13   0.89  115          S
3-673.0          588.0 1461.0 36:53.091 12:21.82  29.03  29.21  -0.72   0.49   0.53   8.07   0.10  0.10   0.90  132          S
3-674.0          748.0 1457.0 36:53.918 12:24.50  26.02  26.11   1.51   0.24   0.39  47.30   0.69  0.24   0.47   67          S
3-675.0         1370.0 1459.0 36:57.174 12:34.30  26.08  26.16  >0.16   1.60   0.46  45.66   0.69  0.25   0.61   68          S
3-676.0         1658.0 1467.0 36:58.697 12:38.57  28.80  28.96  -0.55   0.30   0.60   9.96   0.12  0.12   0.51   75          S
3-677.0          306.0 1462.0 36:51.620 12:17.31  25.49  25.55  >1.95   0.36   0.41  69.07   0.79  0.22   0.66   84          S
3-678.0         1105.0 1470.0 36:55.814 12:29.69  26.98  27.06   1.03   0.25   0.09  31.72   0.22  0.12   0.67   64          S
3-679.0         1443.0 1474.0 36:57.589 12:34.91  29.92  30.44 >-0.12  -0.73   0.70   4.73   0.04  0.08   0.43   46          S
3-681.0         1683.0 1472.0 36:58.839 12:38.78  27.97  28.10 >-0.25   0.91   0.78  18.47   0.18  0.13   0.64   91          S
3-682.0          877.0 1467.0 36:54.615 12:26.19  28.47  28.58 >-0.02   0.25  -0.22   8.70   0.16  0.20   0.39  145          S
3-683.0         1078.0 1474.0 36:55.682 12:29.12  28.08  28.22 >-0.27   0.73   0.44  14.01   0.18  0.13   0.82  118          S
3-684.0          388.0 1463.0 36:52.051 12:18.57  26.25  26.35   0.41   0.13   0.16  36.60   0.58  0.28   0.48    8           
3-684.1          388.0 1463.0 36:52.051 12:18.57  26.70  27.13   0.24  -0.15   0.01  39.93   0.13  0.12   0.72  111          S
3-684.2          382.0 1472.0 36:52.040 12:18.15  27.42  27.85  >0.43   0.92   0.39  27.65   0.09  0.10   0.75  121          S
3-685.0          461.0 1479.0 36:52.469 12:19.15  29.48  29.70  >0.05  -0.27   0.03   5.65   0.06  0.08   0.59  165          S
3-686.0         2031.0 1478.0 37:00.672 12:44.08  27.94  28.11    ...  >1.10   0.32   9.83   0.12  0.16   0.33   38         BS
3-687.0          698.0 1455.0 36:53.653 12:23.78  25.22  25.33   0.37  -0.06  -0.01  63.04   1.06  0.32   0.36  158           
3-687.1          698.0 1455.0 36:53.653 12:23.78  25.27  25.40   0.41  -0.04  -0.01  69.22   0.83  0.28   0.41  151          S
3-687.2          692.0 1483.0 36:53.685 12:22.67  28.61  28.73  -0.16  -0.07   0.12  11.63   0.09  0.11   0.57   80          S
3-688.0         1547.0 1481.0 36:58.149 12:36.30  26.93  26.95   0.27   0.14   0.08  29.40   0.32  0.17   0.68   59          S
3-689.0         1972.0 1483.0 37:00.375 12:42.96  27.98  28.33   0.34   0.01   0.06   9.79   0.19  0.25   0.30   63          S
3-690.0         1109.0 1488.0 36:55.875 12:29.10  29.52  30.07    ...  >0.25  -0.12   4.59   0.04  0.09   0.49   70          S
3-691.0          881.0 1489.0 36:54.686 12:25.45  29.15  29.48 >-0.81   0.59  -0.07   6.62   0.06  0.10   0.84  161          S
3-692.0         1769.0 1486.0 36:59.320 12:39.64  28.62  28.83 >-0.14   0.30   0.42   9.91   0.11  0.10   0.87   41          S
3-693.0          307.0 1484.0 36:51.675 12:16.52  28.65  28.99 >-0.40   0.33   0.60   8.53   0.13  0.18   0.33   17          S
3-694.0          960.0 1493.0 36:55.108 12:26.55  28.54  28.81  >0.11   0.14   0.10   8.97   0.12  0.20   0.21   16          S
3-695.0         1029.0 1488.0 36:55.457 12:27.83  26.28  26.32   1.25   0.10   0.05  39.91   0.49  0.24   0.36  116          S
3-696.0          502.0 1481.0 36:52.687 12:19.72  23.63  23.66   0.35   0.80   0.46 239.05   1.81  0.23   0.67   69          S
3-697.0          422.0 1495.0 36:52.301 12:17.94  28.40  28.68   0.02  -0.33   0.77  11.97   0.13  0.11   0.79   79          S
3-698.0         1515.0 1489.0 36:57.999 12:35.50  26.40  26.49   0.75   0.85   0.26  36.79   0.47  0.20   0.73  127          S
3-699.0         1485.0 1496.0 36:57.859 12:34.77  29.20  29.58  >0.06  -0.42  -0.09   5.32   0.07  0.10   0.89  104          S
3-700.0         1051.0 1509.0 36:55.620 12:27.41  28.83  29.25 >-0.02  -0.03  -0.00   7.84   0.08  0.10   0.68  132          S
3-702.0         1655.0 1514.0 36:58.788 12:36.81  28.97  29.00 >-0.11   0.30   0.09   8.92   0.09  0.09   0.80   52          S
3-703.0          370.0 1512.0 36:52.068 12:16.50  28.64  28.66 >-0.41   0.77   0.20  10.51   0.12  0.12   0.60  120          S
3-704.0          640.0 1492.0 36:53.433 12:21.51  23.98  24.08   0.53   0.03   0.03 122.08   2.26  0.43   0.76  111           
3-704.1          640.0 1492.0 36:53.433 12:21.51  24.08  24.23   0.58   0.04   0.03 156.40   1.27  0.34   0.79  179           
3-704.2          661.0 1514.0 36:53.593 12:21.04  26.63  26.78   0.23  -0.01  -0.11  31.39   0.35  0.30   0.31  172          S
3-704.11         640.0 1492.0 36:53.433 12:21.51  24.16  24.66   0.62   0.02   0.02 206.06   0.38  0.22   0.53  128          S
3-704.12         652.0 1480.0 36:53.469 12:22.14  26.93  27.42   0.46   0.07  -0.06  42.90   0.06  0.12   0.48   63          S
3-705.0          295.0 1518.0 36:51.690 12:15.09  26.81  26.98 >-0.56   1.89   0.31  28.83   0.36  0.17   0.64  100          S
3-706.0          906.0 1517.0 36:54.880 12:24.82  26.80  26.99  -0.20   0.73   0.43  22.48   0.61  0.26   0.86  110          S
3-707.0          432.0 1528.0 36:52.428 12:16.90  28.09  28.29  >0.01   0.66  -0.19  13.59   0.12  0.10   0.75   59          S
3-708.0          639.0 1517.0 36:53.485 12:20.58  26.05  26.13   0.26   0.57   0.28  40.63   0.67  0.24   0.66   37           
3-708.1          639.0 1517.0 36:53.485 12:20.58  26.14  26.25   0.27   0.59   0.19  47.56   0.41  0.18   0.72  116          S
3-708.2          623.0 1524.0 36:53.417 12:20.07  28.73  28.83 >-0.83   0.88   0.80  10.76   0.13  0.17   0.56  104          S
3-709.0         1986.0 1526.0 37:00.545 12:41.62  28.86  29.24  >0.14  -0.25  -0.05   6.34   0.07  0.08   0.65  122          S
3-710.0          803.0 1541.0 36:54.396 12:22.31  29.88  30.18    ...  >0.28   0.03   4.47   0.04  0.07   0.78   39          S
3-711.0         1447.0 1543.0 36:57.766 12:32.45  29.89  30.41    ... >-0.02   0.39   4.03   0.04  0.10   0.48  132          S
3-712.0         1768.0 1530.0 36:59.415 12:38.01  26.27  26.35  >0.42   0.99   1.03  41.05   0.89  0.26   0.72  139          S
3-713.0         1717.0 1547.0 36:59.187 12:36.58  29.43  29.85    ...  >0.42 <-0.30   4.24   0.05  0.10   0.52  134          S
3-714.0         1841.0 1544.0 36:59.828 12:38.66  27.18  27.25   0.06   0.94   0.48  25.67   0.32  0.15   0.93  175          S
3-715.0         1803.0 1551.0 36:59.645 12:37.80  29.40  29.75 >-0.39   0.14  -0.00   5.90   0.04  0.08   0.58   52          S
3-716.0         1000.0 1556.0 36:55.460 12:24.89  30.24  30.46    ... >-0.05   0.63   4.37   0.04  0.11   0.34   30          S
3-717.0         1159.0 1558.0 36:56.295 12:27.34  28.45  28.65 >-0.54   0.78  -0.02   9.72   0.14  0.14   0.63  126          S
3-718.0         1026.0 1557.0 36:55.598 12:25.26  28.03  28.05 >-0.07   0.78   0.19  15.66   0.16  0.11   0.89  176          S
3-719.0          353.0 1558.0 36:52.083 12:14.55  26.96  27.02   0.52   0.81   0.45  33.60   0.30  0.15   0.69   18          S
3-720.0          211.0 1569.0 36:51.366 12:11.89  28.40  28.52    ...  >1.33   0.30  11.94   0.12  0.10   0.96    7          S
3-721.0         1224.0 1571.0 36:56.664 12:27.89  29.33  29.76 >-0.74   0.35   0.55   6.19   0.07  0.09   0.68   91          S
3-722.0         1273.0 1559.0 36:56.893 12:29.11  25.41  25.46   0.82   0.12   0.08  57.71   1.00  0.44   0.24   91          S
3-723.0          451.0 1571.0 36:52.625 12:15.63  29.31  29.60    ...  >0.38   0.29   5.61   0.08  0.13   0.48   46          S
3-724.0          516.0 1573.0 36:52.969 12:16.59  28.11  28.25  >0.23   0.25   0.74  14.46   0.21  0.16   0.60   41          S
3-725.0          762.0 1569.0 36:54.245 12:20.64  28.29  28.66 >-0.63   0.94   0.06   9.65   0.14  0.14   0.73  134          S
3-726.0         1581.0 1570.0 36:58.528 12:33.59  26.18  26.23   0.34   0.76   0.73  56.96   0.46  0.16   0.75   71          S
3-727.0         1441.0 1580.0 36:57.819 12:31.00  29.57  29.70 <-1.14  >0.54   0.13   6.01   0.06  0.10   0.62   34          S
3-728.0         1549.0 1577.0 36:58.376 12:32.83  28.21  28.45  -0.03   0.26   0.29  10.47   0.19  0.16   0.50   40          S
3-729.0         1638.0 1579.0 36:58.846 12:34.16  28.00  28.16  >0.62   0.05   0.11  12.72   0.17  0.12   0.85   56          S
